link_id,type,group1_id,group2_id,description,group1_name,group2_name,year,multiple,map_name   
1991,aff,675,129,"The Libyan Islamic Fighting Group (LIFG) worked with the Moroccan Islamic Combatant Group (GICM) to plan the May 2003 Casablanca bombings, which killed 45 people.",Libyan Islamic Fighting Group,Moroccan Islamic Combatant Group,2003,0,North Africa
1993,riv,677,1,Harakat Hazm began targeting the Islamic State.,Harakat Hazm,The Islamic State,2014,0,Aleppo
1995,riv,677,1,Harakat Hazm began targeting the Islamic State.,Harakat Hazm,The Islamic State,2014,0,Aleppo
1997,riv,493,677,Jabhat al-Nusra began a campaign to eliminate Harakat Hazm.,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Harakat Hazm,2014,0,Aleppo
1999,mer,677,647,"After Jabhat al-Nusra captured a Harakat Hazm stronghold in the Aleppo governorate, Harakat Hazm merged into the Levantine Front.",Harakat Hazm,The Levantine Front ,2015,0,Aleppo
2001,spl,105,679,"JA separated from the TTP due to ideological disagreements between its founding leader, Omar Khalid Khorasani, and the then leader of the TTP, Maulana Fazlullah.  Specifically, Khorasani did not agree with TTPs decision to pursue peace talks with the Pakistani government, and criticized the TTP for straying from its original goal of establishing a global Islamic caliphate.",Tehrik-i-Taliban Pakistan,Jamaat-ul-Ahrar,2014,0,Pakistan -- All
2003,mer,105,679,"JA announced that it would realign with the TTP, while working to reform the militant organization. One key factor that contributed to the JAs realignment with the TTP was the desire to present a unified front against the Pakistani militarys large counter-terror offensive, Operation Zarb-e-Azb. However, despite the nominal reunification of the groups, JA continued to function with a large degree of autonomy, directing its own attacks and issuing independent statements and publications.",Tehrik-i-Taliban Pakistan,Jamaat-ul-Ahrar,2015,0,Pakistan -- All
2005,aff,21,679,"JA has allegedly received funding and material support from Al Qaeda, due to Omar Khalid Khorasanis strong links to the organization. JA has reportedly used this support to launch deadly attacks on Pakistani soil.",Al Qaeda,Jamaat-ul-Ahrar,2014,0,Pakistan -- All
2007,all,651,493,Faylaq al-Rahman attempted to aid Hay'at Tahrir al-Sham forces under attack from Jaysh al-Islam.,Faylaq al-Rahman,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),2017,0,Syria
2011,aff,149,85,,Communist Party of the PhilippinesNew People's Army,United Self-Defense Forces of Colombia ,2010,0,Test
2017,aff,591,655,,Kurdistan Workers Party,Peoples Protection Units,2003,0,Kurdish Conflict
2019,spl,89,683,The FARC Dissidents split from the Revoultionary Armed Forces of Colombia (FARC) following the adoption of a peace deal between the FARC and the Colombian government in 2016.,Revolutionary Armed Forces of Colombia - People's Army,FARC Dissidents,2016,0,Colombia
2021,spl,325,693,,Continuity Irish Republican Army,Saoirse na h√âireann,2006,0,Northern Ireland
2023,spl,323,691,The BBC noted the emergence of the RDA army as a splinter group from PIRA in 2006. ,Provisional Irish Republican Army,Republican Defense Army,2006,0,Northern Ireland
2025,riv,325,323,"After the CIRA adopted the use of violence as a means to protest the peace agreement, PIRA considered themselves at odds with the splinter group. The two groups have engaged in tit for tat punishment shootings in the past. ",Continuity Irish Republican Army,Provisional Irish Republican Army,1994,0,Northern Ireland
2027,all,319,325,"RIRA and CIRA worked together to produce the Omagh bombing, which killed 29 people. Although the groups shared resources and colluded together for several years, they still maintained separate membership and leadership structures. ",Real Irish Republican Army,Continuity Irish Republican Army,1998,0,Northern Ireland
2029,mer,689,319,"The two groups merged to form the New IRA, which today is the most deadly militant group active in Ireland. ",Republican Action Against Drugs,Real Irish Republican Army,2012,0,Northern Ireland
2031,riv,321,319,"Several top RIRA leaders in prison called for RIRA leadership to step down and the group to disband. This split later led to the formation of ONH2. The groups have had minor conflicts, such as punishment shootings, in the past. ",Óglaigh na hÉireann 2,Real Irish Republican Army,2002,0,Northern Ireland
2033,mer,321,685,"ONH2 called a ceasefire in 2018, however it still contained many active members. In 2019, the leader of ONH2 was killed. This caused the vast majority of remaining ONH2 members to finally join the New IRA. ",Óglaigh na hÉireann 2,New Irish Republican Army,2019,0,Northern Ireland
2035,spl,701,713,"An armed clash between Barazani and Talabani forces killed 400 people in Hakkari, dividing the Rizgari movement into two factions. Ala Rizgari (Flag of Liberation) emerged in support of Talabani.",Rizgari,Ala Rizgari,1978,0,Kurdish Conflict
2037,spl,695,697,"Younger, more radical members of the PDKT formed a socialist wing, the National Liberators of Kurdistan (KUK). KUK reoriented its focus to militant activities within Turkey.",Democratic Party of Turkish Kurdistan,National Liberators of Kurdistan,1971,0,Kurdish Conflict
2039,riv,697,591,The PKK and KUK had violent clashes in the Batman and Mardin provinces in the late 1970s.,National Liberators of Kurdistan,Kurdistan Workers Party,1979,0,Kurdish Conflict
2047,riv,697,591,"Violent clashes broke out as the PKK entered provinces along the Turkish-Iraqi border (where the KUK historically enjoyed a monopoly on power). Around 150 militants died on each side, and the PKK eventually entered the region. The KUK was badly weakened, leading to its demise following the 1980 Turkish coup.",National Liberators of Kurdistan,Kurdistan Workers Party,1978,0,Kurdish Conflict
2041,all,589,695,"The PDKT was heavily influenced by the KDP throughout its existence. Some sources even describe the PDKT as the Turkish branch of the KDP, however disagreement exists over how direct this relationship was and other sources argue the relationship was more ideological than practical.",Kurdish Democratic Party,Democratic Party of Turkish Kurdistan,1970,0,Kurdish Conflict
2043,riv,591,709,The PKK and Tekosin engaged in armed clashes in Antep and Dersim throughout 1979. The PKK assasinated two Tekosin leaders and virtually eliminated the organization.,Kurdistan Workers Party,Tekosin,1979,0,Kurdish Conflict
2049,spl,591,709,PKK militant Kamer Özkan broke away to found Tekosin with Seyfi Cengiz. From 1978-1979 50 high ranking PKK members in Antep left the group to join Tekosin.,Kurdistan Workers Party,Tekosin,1978,0,Kurdish Conflict
2051,aff,591,719,Both groups exist under the KCK umbrella and the PCDK was envisioned as the Iraqi branch of the PKK.,Kurdistan Workers Party,Kurdistan Democratic Solution Party,2002,0,Kurdish Conflict
2045,riv,591,711,"Even before the formal establishment of the PKK, Abdullah Ocalan's followers clashed with leaders of Sterka Sor and assassinated one of its leaders. After three years of fighting, the PKK eliminated Sterka Sor in 1980.",Kurdistan Workers Party,Sterka Sor,1977,0,Kurdish Conflict
2053,aff,591,717,,Kurdistan Workers Party,Kurdistan Free Life Party,2004,0,Kurdish Conflict
2055,spl,591,715,,Kurdistan Workers Party,Kurdistan Freedom Hawks,2004,0,Kurdish Conflict
2059,all,339,347,The council on foreign relations believes the membership and leadership of these organizations heavily overlaps. ,Orange Volunteers,Red Hand Defenders,1998,0,Northern Ireland
2061,spl,345,727,The Real UFF was reportedly formed by previous UDA leaders that had split from the organization,Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2063,spl,345,727,The Real UFF was reportedly formed by previous UDA leaders that had split from the organization,Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2065,spl,345,727,The Real UFF was reportedly formed by previous UDA leaders that had split from the organization,Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2067,spl,345,727,The Real UFF was reportedly formed by previous UDA leaders that had split from the organization,Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2069,spl,345,727,The Real UFF was reportedly formed by previous UDA leaders that had split from the organization,Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2071,spl,345,727,The Real UFF was reportedly formed by previous UDA leaders that had split from the organization,Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2073,spl,345,727,The Real UFF was reportedly formed by previous UDA leaders that had split from the organization,Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2075,spl,345,727,RUFF was formed by previous UDA leadership that left the organization. ,Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2077,riv,345,727,"A rivalry formed after the two groups split, and the RUFF created a 'death list' with the names of top UDA leadership on it. ",Ulster Defence Association,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2109,riv,331,345,"A UDA band paraded through the loyalist stronghold in Shankhill, Belfast. The UDA broke an agreement made between the two organisations that no banners from the dissident Loyalist Volunteer Force group would be displayed on the Shankill Road. The flaunting of the LVF banner in front of the Rex Bar, a pub frequented by UVF members, triggered fist fights and eventually a shooting war between the rival factions.",Ulster Volunteer Force,Ulster Defence Association,2000,0,Northern Ireland
2111,all,87,735,The ELN and Los Rastrojos began to coordinate drug trafficking operations together in 2016.,National Liberation Army (Colombia),Los Rastrojos,2016,0,Colombia
2113,riv,733,735,"Los Urabeños and Los Rastrojos have been both allies and rivals since their creation. However, a temporary truce between the two groups broke apart in 2011, leading to a heightened rivalry and increased levels of violence.",Los Urabe√±os,Los Rastrojos,2011,0,Colombia
2115,riv,87,733,"Despite their occasional drug trafficking business partnerships, the ELN and Los Urabeños have been rivals since 2015 and the beginning of the FARC's demobilization. The ELN and Los Urabeños have clashed as the two have competed for control over former territory and drug trafficking corridors of the FARC.",National Liberation Army (Colombia),Los Urabe√±os,2015,0,Colombia
2117,spl,737,739,Los Libertadores del Vichada splintered from ERPAC in response to the ERPAC's demobilization in 2011.,Ejercito Revolucionario Popular Antiterrorista Colombiano (ERPAC),Los Libertadores del Vichada,2011,0,Colombia
2119,spl,737,741,The Bloque Meta splintered from ERPAC in response to the ERPAC's demobilization in 2011. ,Ejercito Revolucionario Popular Antiterrorista Colombiano (ERPAC),Bloque Meta,2011,0,Colombia
2121,riv,739,741,"Los Libertadores del Vichada began fighting the Bloque Meta in 2012, following the return of Los Libertadores del Vichada's leader, Pijarbey, from prison.",Los Libertadores del Vichada,Bloque Meta,2012,0,Colombia
2123,all,733,739,"Los Libertadores del Vichada allied itself with Los Urabeños, another BACRIM group, in order to increase its security and gain access to drug trafficking routes.",Los Urabe√±os,Los Libertadores del Vichada,2012,0,Colombia
2125,aff,607,735,"Los Rastrojos is categorized as one of the Bandas Criminales (BACRIM) groups that splintered from the AUC's demobilization in 2006. Los Rastrojos acts as an independent organization, but it is still considered to be part of BACRIM.",Bandas Criminales,Los Rastrojos,2006,0,Colombia
2127,aff,607,735,"Los Rastrojos is categorized as one of the Bandas Criminales (BACRIM) groups that splintered from the AUC's demobilization in 2006. Los Rastrojos acts as an independent organization, but it is still considered to be part of BACRIM.",Bandas Criminales,Los Rastrojos,2006,0,Colombia
2129,aff,607,733,Los Urabeños is considered to be a group within the Bandas Criminales (BACRIM). Los Urabeños acts as an independent organization within its affiliation with BACRIM.,Bandas Criminales,Los Urabe√±os,2006,0,Colombia
2131,aff,607,737,The Popular Revolutionary Anti-Terrorist Army of Colombia (ERPAC) is considered to be part of the Bandas Criminales (BACRIM). The ERPAC is an independent organization that is affiliated with the BACRIM.,Bandas Criminales,Ejercito Revolucionario Popular Antiterrorista Colombiano (ERPAC),2006,0,Colombia
2133,spl,755,743,The Sinaloa Cartel formed out of the breakup of the Guadalajara Cartel in 1989.,Guadalajara Cartel,Sinaloa Cartel,1989,0,Mexico
2135,spl,755,753,The Tijuana Cartel formed out of the breakup of the Guadalajara Cartel in 1989.,Guadalajara Cartel,Tijuana Cartel,1989,0,Mexico
2137,spl,743,747,The Beltrán Leyva Organization splintered from the Sinaloa Cartel in 2008 after a dispute and betrayals between the leaders of the two groups.,Sinaloa Cartel,Beltr√°n Leyva Organization (BLO),2008,0,Mexico
2139,aff,749,751,"In 1997, the Zetas joined the Gulf Cartel as its armed division.",Cartel del Golfo (CDG),Zetas,1997,0,Mexico
2141,aff,749,751,"In 1997, the Zetas joined the Gulf Cartel as its armed division.",Cartel del Golfo (CDG),Zetas,1997,0,Mexico
2143,spl,749,751,,Cartel del Golfo (CDG),Zetas,2010,0,Mexico
2145,spl,743,745,,Sinaloa Cartel,Cartel Jalisco Nueva Generaci√≥n (CJNG),2010,0,Mexico
2147,all,743,745,,Sinaloa Cartel,Cartel Jalisco Nueva Generaci√≥n (CJNG),2010,0,Mexico
2149,riv,743,745,,Sinaloa Cartel,Cartel Jalisco Nueva Generaci√≥n (CJNG),2012,0,Mexico
2151,all,753,749,,Tijuana Cartel,Cartel del Golfo (CDG),2004,0,Mexico
2153,riv,753,749,,Tijuana Cartel,Cartel del Golfo (CDG),2005,0,Mexico
2155,all,105,445,,Tehrik-i-Taliban Pakistan,Lashkar-e-Islam,2008,1,Pakistan
2155,all,105,445,,Tehrik-i-Taliban Pakistan,Lashkar-e-Islam,2008,1,Pakistan -- All
2157,riv,727,325,"After Real UFF's formation, it created a 'death list' with the names of several members of CIRA leadership.",Real Ulster Freedom Fighters,Continuity Irish Republican Army,2007,0,Northern Ireland
2159,riv,319,727,"After Real UFF's formation, it created a 'death list' with the names of several members of rIRA leadership.",Real Irish Republican Army,Real Ulster Freedom Fighters,2007,0,Northern Ireland
2161,all,729,345,The Ulster Resistance helped the UDA and UVA procure arms shipments.,Ulster Resistance ,Ulster Defence Association,1988,0,Northern Ireland
